UniqueCount	AmbigCount
0	0
0	0
1	6
2	4
0	3
0	0
17	0
34	0
16	0
0	0
3	0
0	14
3	1
52	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
6	207
1	162
0	169
0	166
5	62
1	14
3	67
0	60
1	7
0	0
0	16
0	0
0	0
3	0
2	0
10	158
3	0
0	0
2	0
10	1249
7	2639
142	4077
4	1193
1	2730
132	902
18	2078
0	826
5	1
9	1557
3906	2788
0	1563
0	865
4	572
10	2163
1	1156
133	605
1	1907
612	7499
45	7003
6	8742
7	0
6	93
0	90
2	50
0	35
0	23
0	3
0	0
1	0
8	0
3	0
0	0
0	2551
57	3486
53	823
30	2450
85	331
1	317
46	3235
43	1080
0	0
5	3
0	0
6	2
8	13
0	6
0	13
0	8
1	0
0	0
0	0
12	0
0	0
3	181
0	275
30	2304
12	200
0	87
0	1407
0	1848
24	491
0	423
4	12
2	59
1	7
1	31
0	107
20	22
0	198
267	141
0	39
0	102
4	0
0	122
0	0
77	116
0	996
0	993
1	1008
0	45
0	69
0	845
19	794
4	211
0	996
2	126
0	95
0	96
0	49
1	0
0	8
9	1272
0	0
0	0
0	0
0	0
220	1295
0	215
0	38
0	1001
0	339
3	107
6	1222
1	1176
1	0
75	1
1	1948
0	0
0	0
0	0
35	0
2	0
2	0
39	0
0	0
3	3
0	0
0	0
1	12
0	0
0	22
0	25
0	31
0	28
0	1
0	0
0	6
6	21
2	21
8	3
0	4
0	0
0	8
0	0
0	0
4	0
0	2239
2	10
0	0
0	0
0	0
3	210
0	0
0	0
1	0
2	4
0	0
0	0
0	0
1	0
3151	2
2	42
0	42
0	6
0	6
0	33
11	9
6	13
0	14
2	17
0	14
0	9498
67	2
0	0
206	83
1	83
1	10
3	13
0	25
3225	499
0	588
0	263
2	4
0	3
0	47
0	1
1	4
5	520
1	513
0	540
6	9
0	426
2	472
0	521
2	21
0	69
1	464
7	45
3	72
0	580
0	0
20	84
0	79
0	61
118	63
14	81
1	12
11	626
521	694
0	810
0	720
16	481
0	0
1	2
0	1
0	1
0	0
0	3
0	4
0	2
0	2
0	4
0	0
0	0
134	6162
0	3869
17	3904
0	2312
190	3326
14	1789
60	805
81	50
5	140
165	1125
806	350
0	298
0	576
8	189
16	615
15	626
0	279
0	583
0	276
0	225
0	835
0	147
424	27
1	89
8	54
7	96
8	75
0	26
0	27
0	112
2	10
19	39
1	23
1	125
8	0
552	1333
0	140
2	113
55	73
1	5
1	1002
12	67
0	152
1	0
10	0
0	0
0	0
0	1
0	0
0	0
6	3
0	0
0	0
0	0
0	9
4	18
0	0
554	358
240	79
1	143
7	56
0	37
0	32
0	96
0	29
0	0
