UniqueCount	AmbigCount
0	0
0	0
1	12
2	11
2	4
0	0
7	0
28	0
14	0
0	0
0	0
0	13
2	1
39	0
0	0
0	0
0	0
0	0
2	0
3	4
0	4
0	4
0	4
0	0
0	0
10	201
0	162
0	166
0	160
4	65
0	21
10	71
0	65
3	4
0	1
2	4
0	0
0	0
2	0
0	0
4	147
1	0
0	0
1	0
19	1183
8	2420
129	3622
5	1060
0	2437
111	807
12	1908
0	782
8	0
10	1422
3624	2585
0	1424
0	865
3	539
15	1962
3	1066
146	519
2	1704
560	6739
41	6308
3	7694
9	0
6	69
0	67
0	41
0	28
0	16
0	6
0	0
1	0
7	0
3	0
0	0
0	2348
34	3188
44	744
29	2220
87	278
0	290
65	2966
46	966
0	0
2	2
0	0
5	2
0	8
0	8
0	8
0	6
0	0
0	0
0	0
5	0
0	0
1	171
0	273
12	2057
12	138
0	85
0	1241
0	1678
16	500
0	425
9	20
1	81
2	9
2	36
1	85
29	20
0	150
216	85
0	28
0	57
1	0
0	120
0	0
93	128
0	791
0	791
1	803
0	28
4	57
0	699
10	669
3	163
0	791
1	109
0	70
0	94
0	24
1	0
0	6
8	1113
0	0
0	0
0	0
0	0
259	1122
0	157
0	34
0	883
0	282
6	73
3	1066
1	1036
2	0
53	1
4	1723
0	0
0	0
0	0
22	0
6	0
3	0
36	0
0	0
5	5
0	0
0	0
0	11
0	0
0	5
0	5
0	8
4	8
0	0
0	0
0	1
4	7
1	6
4	1
0	2
0	0
0	10
0	0
0	0
1	0
0	2120
1	6
0	0
0	0
0	0
0	230
3	0
0	0
4	0
3	4
0	0
0	0
0	0
0	0
2900	7
2	25
0	25
0	0
0	1
0	19
16	13
1	17
1	14
2	21
0	17
3	8815
60	1
0	0
174	74
2	74
0	8
4	4
0	35
2938	442
0	505
0	211
2	9
0	9
0	36
0	2
0	0
5	374
0	368
0	384
13	3
0	298
5	345
0	375
1	19
0	44
0	333
3	22
2	51
1	555
0	0
16	55
0	67
0	47
91	53
7	57
0	20
6	612
449	638
0	748
0	690
20	481
0	0
0	0
0	0
0	0
0	1
0	7
1	7
0	4
1	5
1	6
0	0
0	0
137	5620
0	3506
9	3542
0	2132
175	3022
12	1625
44	749
90	27
2	121
130	1153
768	297
0	265
0	587
5	168
19	618
17	609
0	245
0	593
0	240
0	190
0	888
0	154
314	41
0	114
4	61
6	108
6	77
0	33
0	20
0	126
1	16
19	43
2	24
1	137
4	0
449	1074
0	106
2	82
38	39
1	6
0	841
8	54
0	121
0	0
5	0
0	0
0	0
0	0
0	0
0	0
3	3
0	0
0	0
0	0
0	12
6	16
0	0
459	332
184	59
2	134
5	60
0	29
0	25
0	97
1	37
0	0
1	1
