UniqueCount	AmbigCount
0	0
0	0
14	132
10	99
32	73
0	0
59	0
81	0
72	0
0	0
14	0
0	31
13	0
129	0
3	0
0	0
0	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
9	219
0	170
0	179
0	155
6	66
0	23
7	73
0	81
0	6
0	0
0	11
0	0
0	0
0	0
0	0
18	123
1	0
0	0
4	0
13	1189
14	2022
108	3274
2	882
0	2290
153	685
10	1556
0	601
18	0
10	1188
3063	1889
0	1196
0	618
0	442
5	1465
0	894
149	432
2	1780
754	8888
58	8144
4	10003
23	0
33	674
9	632
10	346
0	219
0	171
1	52
0	0
3	0
52	0
16	0
0	0
0	5293
129	7110
148	1767
54	5004
113	626
0	712
165	6725
51	2269
0	0
0	6
0	0
19	2
11	14
0	10
0	13
2	10
0	0
0	0
0	0
2	0
0	0
5	399
0	641
54	5370
14	417
0	197
0	3025
0	4353
28	1063
0	1217
7	44
7	210
5	51
6	70
2	282
46	52
0	503
411	245
0	53
0	192
0	0
0	205
0	0
301	387
0	4428
0	4414
4	4476
0	179
10	234
0	3592
88	3314
34	822
0	4427
7	454
2	383
0	438
4	271
9	0
4	3
4	989
0	0
0	0
0	0
0	0
454	2431
0	320
0	67
0	1908
0	632
6	161
13	2296
4	2245
2	0
125	2
2	1204
0	0
0	0
0	0
26	0
3	0
3	0
21	0
0	0
4	18
0	0
0	0
2	8
0	0
0	189
0	210
0	255
17	233
0	34
0	11
0	67
20	153
10	163
12	5
0	12
2	0
0	15
0	0
0	0
4	0
0	1563
3	12
0	0
0	0
0	0
5	173
15	0
0	0
3	0
0	10
0	0
0	1
0	0
2	0
3047	6
3	18
0	18
0	1
0	3
0	16
26	4
0	5
7	35
1	7
0	5
0	10811
544	30
0	0
349	157
4	157
0	23
6	16
0	63
4955	659
0	758
0	327
1	3
0	3
0	66
0	2
2	0
7	547
0	539
0	560
4	8
0	444
0	490
0	545
0	18
0	56
0	477
0	31
2	79
0	562
0	0
6	47
0	51
0	37
113	43
2	48
0	15
7	717
281	692
0	726
0	737
35	535
0	0
2	7
0	7
0	0
0	1
0	5
0	7
0	6
0	4
0	5
0	0
0	0
135	5828
0	3524
18	3713
0	2217
210	3206
2	1737
82	775
133	56
1	218
194	1578
929	546
0	463
0	834
9	281
27	873
35	922
0	423
0	850
1	433
0	317
0	1144
0	206
446	40
0	144
18	85
12	126
11	90
0	50
0	34
0	161
3	13
15	45
1	39
2	160
10	0
888	2049
0	186
8	151
73	117
0	8
4	1587
16	82
0	188
3	0
6	0
0	2
0	2
0	0
0	0
0	0
4	7
0	0
0	0
0	0
0	7
4	12
0	0
311	151
141	18
0	66
1	21
0	9
0	10
0	49
