UniqueCount	AmbigCount
1	0
0	0
30	176
11	123
36	105
4	0
116	0
199	0
169	0
0	1
35	1
2	14
41	6
305	4
1	0
0	0
0	0
0	0
0	0
5	5
0	5
0	5
0	5
0	0
1	0
12	140
0	106
0	114
0	96
1	40
0	12
3	47
0	47
3	3
0	0
0	7
1	0
0	0
0	0
0	4
8	97
3	2
0	0
2	0
3	941
3	1076
78	1750
1	515
0	1188
111	446
10	905
0	314
9	0
3	421
1088	751
0	425
0	253
0	154
1	579
0	319
49	162
1	766
329	4117
47	3816
2	3533
25	0
19	543
3	515
5	284
1	182
0	131
8	48
1	0
0	0
28	0
23	0
0	0
1	4678
79	6306
84	1496
49	4380
99	567
1	599
211	6056
116	2054
0	1
8	4
0	0
35	7
15	35
0	19
0	35
3	20
0	0
0	0
1	0
31	0
0	0
2	287
0	449
58	3705
14	292
0	146
0	2213
0	3000
20	868
0	684
1	19
2	113
2	22
2	52
0	154
41	29
1	351
254	166
0	42
0	124
0	0
0	115
0	1
148	258
0	618
0	616
0	624
0	25
2	30
0	504
9	474
6	111
0	618
0	72
0	52
0	70
0	30
1	0
0	15
0	467
0	0
0	0
0	0
0	0
373	2270
0	353
0	46
0	1765
0	547
9	168
15	2124
3	2074
1	4
55	3
1	518
0	0
0	0
0	0
35	1
1	0
4	1
36	1
0	0
0	5
0	0
0	0
0	14
0	0
0	222
0	251
0	297
25	269
0	50
2	16
0	100
8	155
10	165
29	6
5	17
4	0
0	6
9	0
0	0
18	0
0	333
1	33
0	0
0	0
0	0
1	150
8	0
0	0
13	0
1	4
0	0
0	0
0	0
0	0
939	11
3	158
2	154
0	21
0	30
0	135
9	3
0	3
3	76
0	10
0	3
0	3786
1091	71
0	0
78	40
0	39
1	4
2	6
0	11
3043	458
0	547
0	226
0	0
0	0
0	51
0	0
0	0
6	348
0	347
0	356
4	3
0	270
1	308
1	350
1	24
0	54
0	298
4	25
8	41
0	142
0	0
7	39
0	59
0	35
65	42
17	38
1	22
1	412
147	325
0	278
0	348
11	308
0	0
2	1
0	1
0	0
0	1
1	8
1	9
0	7
0	4
0	3
0	0
0	0
101	3741
0	2313
15	2422
0	1461
135	2034
7	1098
49	485
54	34
0	129
128	874
993	337
0	282
0	416
4	151
9	434
11	450
0	236
0	420
2	247
0	196
0	648
0	97
262	26
0	59
9	29
9	67
7	66
0	31
0	8
0	123
2	10
6	38
1	29
1	103
6	0
464	1173
0	103
2	98
66	59
2	3
2	910
8	49
0	125
1	0
11	0
0	0
0	0
4	1
0	0
0	0
0	7
0	0
1	0
0	0
0	6
0	29
0	0
87	58
47	18
0	20
0	4
0	2
0	2
0	12
0	5
0	0
0	3
0	0
3	303
10	173
1	61
0	86
3	139
21	303
0	118
1	112
0	162
0	22
13	2
0	0
5	0
0	23
0	0
0	0
1	190
0	0
0	137
0	0
0	777
1	711
1	450
4	256
0	702
0	10
0	23
11	27
0	80
9	330
10	1988
0	2015
9	1310
84	1328
0	1158
0	1185
0	70
2	938
0	0
0	0
0	0
0	0
5	2331
0	2350
18	1723
21	0
6	16
2	53
12	1494
43	1395
25	416
4	306
0	149
28	0
22	0
0	0
4	0
20	1
0	0
76	2
77	0
0	0
0	14
2113	584
20	355
4	311
210	23
0	23
7	0
0	0
0	0
4	976
0	0
0	0
0	0
1	284
8	279
0	226
1	134
1	9
0	41
0	46
3	56
42	38
0	0
0	0
1	0
5	6
12	19
0	8
3	6
1	11
0	0
2	3624
1	3140
0	6
0	6
0	0
1	10931
60	486
360	486
59	0
42	0
0	0
0	0
0	44
0	0
15	531
0	282
3	481
51	194
3	10
10	10
0	0
1	2
0	39
8	52
2	52
0	2495
95	10683
27	8957
18	4444
3	8903
9	5614
112	159
3	159
3	0
3	0
2	3194
0	3063
0	3099
0	3240
1	3108
3	3496
0	3551
0	3381
0	2066
0	3537
0	3374
0	2539
0	331
0	266
19	335
0	263
0	223
0	0
9	0
0	0
65	347
6	152
2004	664
0	664
1	391
22	543
4	114
21	1
2110	3237
12	3123
8	1930
0	1719
0	1893
0	1268
6	722
45	158
0	79
2	124
0	32
1	1
0	2
15	1982
1	510
7	1980
2	211
2	15
19	20
0	14
0	0
3	207
0	0
0	0
0	1
45	1
0	0
2869	2527
121	833
0	1292
241	1417
1	0
0	0
0	0
1	406
0	26
0	0
7	0
1	1
1	1
46	13
14	0
0	174
0	47
10	198
4	0
5	2
0	17
14	2
0	148
6	195
0	47
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	4
101	71
5	67
3	8957
13	69
0	66
1	43
0	20
3	19
0	0
0	0
1	325
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	39
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
63	1895
0	1896
0	350
0	332
2	71
4	0
0	0
0	0
10	0
107	1800
0	1800
1	479
0	484
1	0
0	0
0	1
70	1
207	6
0	6
0	0
0	0
40	307
24	307
10	2
3	4
0	4
0	1
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
10	306
4	310
0	148
0	146
0	165
0	88
2	0
29	0
4	1498
56	0
0	1
0	0
5	547
4	557
0	558
0	560
0	560
0	315
0	123
0	19
10	68
0	8
27	38
2	0
0	0
3	0
1	0
0	0
0	2
0	2
0	0
1	0
0	0
1	0
1	0
325	319
9	319
0	152
0	0
0	30
7	0
5	137
298	1561
0	281
2	1255
376	2132
0	344
0	1319
0	625
147	719
3	752
680	287
5	270
0	22
0	22
0	454
0	1378
0	1517
0	1548
1	660
111	1594
0	74
0	915
264	555
3	0
0	0
1	45
2	45
0	2
0	0
18	140
3	216
0	171
0	0
2	580
0	16039
0	2798
104	7338
0	132742
0	97103
0	47637
0	33395
6	1986
0	322
0	180
131	1911
22	139
1	211
0	0
0	0
0	0
1	2
0	0
2	2236
0	2393
0	2695
44	2695
0	2571
6	1833
145	1505
0	19
87	3
253	254
113	278
0	28
21	0
0	0
5	0
69	0
83	1
10	0
35	0
56	0
0	0
20	0
21	0
36	0
157	0
48	0
44	0
116	0
60	0
164	0
27	0
262	0
131	0
8	0
21	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	388
0	0
0	22
0	1
0	0
0	0
0	0
0	1
0	0
5	1005
0	0
2	25
0	0
0	0
0	0
1	264
0	0
0	2351
0	2351
0	728
3	46
8	21
5	329
15	325
7	394
20	35
5	7
20	341
8	224
1	47
28	11
42	0
77	0
5	21106
43	15082
11	641
61	21964
0	21962
29	19594
0	82
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	157
0	0
0	0
1159	559
677	379
185	472
17	197
0	90
0	0
182	0
10	271
26	0
18	17
49	0
82	17
0	0
4	0
0	0
0	0
0	0
20	216
0	286
0	3
0	0
0	0
0	0
0	0
0	0
1	5
0	0
632	274
43	275
99	1
1	9
5	0
4	0
0	26
0	26
2	0
5	108
34	270
0	1621
0	1574
11	222
30	226
4	1518
1	851
1	92
1	739
548	129
0	100
3	77
18	24
0	6
0	878
0	1012
0	133
0	115
3	267
1	179
0	378
6076	612
5	133
1	450
1	1858
0	1369
1	2106
0	133
15	621
6	134
13	0
19	3395
0	880
0	143
0	132
0	489
0	4132
0	4186
2	4192
0	49
78	32
34	40
12	754
12	823
0	3845
7	151
15	51
11	450
0	1683
4	41
0	226
0	230
137	3
0	0
0	0
75	2
0	0
7	22
17	6
18	22
0	0
0	65
0	2
0	1
100	123
100	2
0	0
237	1704
22	1421
9	138
1267	899
133	17
0	389
9	584
0	523
0	108
0	474
0	37
0	0
10	21
0	2
0	2
6	2
2	19
1	0
5	13
1	9
0	9
1	0
0	0
0	0
0	0
0	0
5	3
0	0
3	3
0	0
0	0
4	1
0	1
2319	0
0	0
0	0
0	0
0	0
120	1025
0	518
8	290
28	1102
57	700
4	336
0	683
0	0
0	0
0	27
53	130
15	12348
0	12498
23	1455
6	1056
0	1094
0	513
0	421
0	379
15	0
174	468
2707	559
2	112
0	91
0	0
0	39
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
282	233
8	137
0	96
17	0
474	3120
5	917
0	3019
1	84
0	120
2	442
0	3
39	1758
4	481
2	284
29	77
0	0
16	3
1	2
0	19
0	7
2	5
0	18
12	56
0	89
0	91
0	101
0	130
4	126
10	1
0	122
0	2
0	4
0	3
49	0
0	2032
0	2130
0	1077
5	1095
5	221
1	169
0	74
350	96
0	2
0	0
8	83
0	0
1	83
5	301
265	1840
37	1625
65	1811
3	1760
14	171
3	170
258	69
790	13
0	13
6	0
0	0
0	385
8	381
4	15
8	4
0	53
0	0
0	275
0	220
0	96
38	25
1	265
0	15
93	571
5	539
9	160
1	79
0	161
7	41
12	1949
20	1905
3	1899
1	1948
1	296
2	153
0	37
0	63
28	34
1	0
0	2
0	1
0	1
0	0
0	1
0	1
0	1
0	1
1	38
0	0
7	2862
71	3845
2	1283
138	951
12	276
0	2238
3502	1448
0	179
43	695
0	836
2	684
2	181
4	317
0	1
1	5
0	0
0	4
16	3
9	30
0	2
1	4
0	24
0	0
0	0
0	1436
8	1436
5	317
1	45
0	51
0	32
2	35
0	44
0	0
152	0
50	0
0	75
0	0
0	5
0	4
0	5
0	20
3	20
2	5
0	15
0	3
0	4
2	4
0	3
0	0
1	0
0	2
0	3
0	3
3	5
0	0
4	35
4732	632
163	36
31	535
0	516
0	573
0	470
0	199
0	457
0	292
0	308
0	284
0	59
11	1
1	1
4	0
3604	41
7	41
67	1666
96	1833
2	1227
3	992
2	1760
2	287
31	1091
0	369
6	373
7	181
0	116
1	27
0	38
8	24
43	22
13	44
15	44
2	125
62	127
2	2
1	0
1	0
0	0
30	440
0	419
0	402
8	411
3	370
265	922
0	940
4	650
44	87
7	4
3	53
89	85
8	71
1	87
0	227
2	265
10	9
7	99
36	98
43	1921
31	1666
8	66
108	71
0	1321
0	1661
6	419
0	0
1	0
0	0
0	0
0	0
0	0
235	2366
92	2052
8	2253
320	2126
1	729
28	1745
0	1079
70	70
299	2551
31	2232
1	51
0	160
0	179
401	1153
19	950
0	128
1	41
2	102
9	156
2	62
27	42
2	164
0	104
7	38
4	0
0	0
0	1403
7	1402
1	1390
0	109
11	129
0	76
4	3
15	3
21	0
7	0
7	0
31	0
0	0
0	0
566	1284
0	1244
7	33
0	2235
2	2202
0	714
5	2126
5	522
2	285
10	176
0	184
3	0
0	13
1	1
1	1
250	2089
0	71
0	823
8	1559
118	0
0	0
5	14
0	0
3	2
78	5
0	3
0	0
5	11
86	4118
16	3300
64	3682
74	3681
0	1830
3	2494
52	838
0	49
0	680
20	627
3	46
3	0
0	0
0	0
9	505
0	505
0	323
0	116
23	185
0	0
275	364
5	156
9	13
1	56
0	0
1	32
205	26
5	25
1	2
0	2
0	0
1	0
0	0
0	0
1	1677
0	1722
201	32
0	321
0	734
0	791
0	735
0	771
0	776
0	61
0	28
52	3
0	81
0	65
0	84
124	3
6	36
1	37
2	0
0	2
0	4
0	3
1	0
48	0
0	0
0	32
0	33
0	1
15	87
5	3
1	24
27	24
0	3
0	0
0	2
0	0
0	4
0	2
0	4
0	0
0	0
0	0
0	0
0	0
0	5
2	1
0	0
0	0
0	1
0	0
0	0
1	4
0	1
0	1
0	2
2	1
12	3
0	3
0	0
0	0
5	237
0	358
2	347
11	35
1	0
0	0
0	0
0	0
653	3
5	3
0	9
0	0
0	15
0	15
0	0
12	3
45	3
0	0
0	0
181	608
10	3430
6	1701
5	1098
0	3366
0	2063
0	2289
3	2212
2	2641
0	242
7	488
26	241
18	0
15	4812
393	4789
9	23
19	22
34	27
295	27
2	0
9	668
5	355
20	436
10	155
0	304
0	405
2	186
0	0
813	80
166	107
12	2
1	65
0	92
0	0
0	1293
2	1268
8	101
0	152
0	66
5	274
47	290
1	91
0	0
39	3
3070	0
99	301
0	301
0	49
3	1474
0	0
0	0
0	0
0	173
0	102
1665	697
0	2
0	309
1	179
11	0
91	0
339	0
0	0
2	0
2	0
2	0
97	492
0	429
1	189
0	136
0	58
1	34
1	42
2	49
13	25
2	657
0	1
0	0
0	0
7	138
3	3323
113	644
0	817
2	3373
0	2612
0	2467
0	505
3	630
4	131
18	6
2	3
59	5
0	0
25	14
0	14
2	888
0	827
0	733
3	797
1	653
3	746
1	702
0	209
4	183
0	196
0	245
0	220
1	255
0	159
1	196
30	854
0	872
0	693
1	575
3	251
5	114
2	28
4	1379
16	33
22	1432
4	59
112	46
52	1558
24	1558
0	125
3	102
12	368
6	357
4	0
0	0
0	0
0	0
0	0
0	150
2	304
0	93
0	281
1	45
0	0
2	275
12	0
0	4
0	0
9	166
0	0
0	0
0	0
0	2
1	604
3501	2318
1	115
3	96
0	335
0	419
0	886
0	70
673	222
4	56
2	166
0	19
7	0
0	0
0	3
0	2
0	0
0	0
0	0
0	0
8	1572
10	1522
8	293
0	286
1	922
8	94
36	647
0	179
0	133
0	10
1	3362
0	25
0	20
2	0
1039	302
11	312
0	55
1	70
1	108
0	79
0	93
9	93
0	0
0	32
0	15
0	0
0	0
0	0
0	0
0	32
2	4
0	119
0	119
0	123
9	5
4	9
0	5
0	3
0	0
4	1488
15	40
0	1
0	2
0	0
0	0
2722	2056
6	1779
2	445
0	344
30	0
10	0
1	4
0	13
0	1
0	663
0	0
0	0
0	0
0	0
6	1326
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
1	0
0	1
0	0
4	704
1754	704
0	1
0	0
0	0
44	0
16	3
1	1
254	0
0	0
0	0
0	152
0	137
0	298
36	297
0	296
2	125
0	73
0	72
5	19
17	56
0	6
0	0
0	2
2	2
0	2
128	4252
0	4174
0	3910
112	4226
8	102
0	189
27	84
1	428
1	560
1	25
0	1241
0	313
71	1001
0	6
65	418
10	0
2	0
2	4
0	0
1	47
0	18
1	18
0	0
0	1
0	215
2	66
10	0
0	295
0	395
0	265
0	373
0	78
0	260
8	23
0	101
0	334
1	22
0	158
0	57
0	0
563	360
0	315
0	71
2	5
1	11
0	47
27	1121
11	996
1	946
0	61
0	88
2	96
18	63
5	47
93	36
3	62
1	46
0	0
0	0
0	699
12	705
0	199
0	52
0	54
1	97
1	12
1	0
0	0
0	7079
4	380
0	375
2	217
13	140
0	177
55	325
0	167
4	84
9	0
47	461
3	390
20	136
20	244
0	35
21	189
2	0
1	0
361	443
0	388
4	191
0	86
2	93
0	71
64	6
0	431
1	147
80	433
10	22
0	74
4	42
1	0
5	52
2	51
0	51
0	31
0	31
0	32
0	31
1	25
0	25
0	0
0	2
0	2
54	254
2	245
27	54
0	50
2	20
0	28
2	22
99	18
1	1
11	157
1236	288
3	380
10	476
11	406
0	118
195	214
9	427
0	440
2	200
13	1714
1	13
1	12
11	1949
7	601
3	736
8	340
1	2
0	202
0	0
0	0
0	0
1	45
66	13
0	1
146	60
7	8
0	52
0	0
4	481
0	483
0	13
0	29
0	59
24	36
0	0
0	0
22	1
0	12
1	1
0	3
0	3
0	1
0	1
1332	219
3	45
1	87
2	0
2666	603
0	603
18	0
170	65
62	0
1	2
23	492
10	958
0	967
37	45
0	317
3	130
4	27
8	2
20	38
38	258
0	108
0	120
59	203
0	120
0	68
2	0
7	30
21	0
0	0
16	0
2952	12151
0	2459
105	409
2506	11418
16	2123
20	2664
11	3020
2	1935
4	27
0	402
460	452
12	9
1	51
15	24
3751	6128
180	2859
3	1837
669	1817
42	846
0	22
0	85
3	4129
0	5198
19	4881
0	1867
2	2700
5	1470
10	294
161	0
0	42
171	355
3	278
0	239
2	68
4	72
3	52
1	39
961	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
1	22
0	3
0	0
502	26
1	24
82	1655
0	1223
0	0
1	12
5	12
