UniqueCount	AmbigCount
0	0
0	0
11	36
1	28
10	18
1	0
31	0
49	0
31	0
0	0
10	0
1	15
11	3
85	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
14	216
0	155
0	163
2	159
4	68
1	9
2	79
0	74
0	4
0	0
0	15
0	0
0	0
0	0
0	2
12	105
8	2
0	0
0	0
28	902
6	1694
104	2644
2	734
0	1755
152	581
13	1306
0	483
12	3
2	1084
2713	1809
0	1092
0	562
0	403
15	1413
1	847
145	408
1	1374
448	7282
52	6912
0	5966
13	0
3	19
0	19
0	5
0	5
0	1
0	0
0	0
0	0
18	0
3	0
0	0
1	2712
68	3606
47	812
49	2573
73	314
3	323
77	3394
55	1122
0	0
4	4
0	0
0	0
5	4
0	3
0	4
0	3
0	0
0	1
0	0
0	0
0	0
0	197
0	343
59	3199
10	227
0	106
0	1794
0	2681
27	699
0	702
10	22
4	136
4	19
5	63
0	189
96	26
0	356
235	142
1	24
0	117
4	0
2	115
0	1
109	228
0	2481
0	2473
0	2513
0	92
3	111
0	1960
44	1737
6	350
0	2482
0	228
0	186
0	299
0	199
3	0
1	8
5	976
0	0
0	0
0	0
0	0
284	1439
0	194
0	25
0	1111
0	341
11	103
10	1366
0	1338
1	4
98	0
0	1117
0	0
0	0
0	0
24	0
0	0
5	0
30	0
0	0
2	13
0	0
0	0
0	16
0	0
0	39
0	48
0	63
7	72
0	6
0	2
0	14
11	51
1	58
16	3
2	7
0	0
0	9
0	0
0	0
2	0
0	1600
2	20
0	0
0	0
0	0
0	151
4	0
1	0
3	0
0	9
0	0
0	0
0	0
0	0
2471	21
0	20
0	20
0	3
0	4
0	18
13	6
2	7
1	15
1	9
0	7
2	4580
174	10
0	0
250	99
6	99
0	12
9	14
0	24
2777	272
0	334
0	144
0	2
0	2
0	43
0	1
1	1
5	412
0	407
0	417
18	2
0	338
2	376
0	412
0	13
1	45
0	368
5	26
0	65
0	420
0	0
5	40
0	38
0	28
114	32
12	43
0	9
8	422
258	438
0	479
0	450
14	331
0	0
0	1
0	1
0	0
0	2
1	12
0	12
0	8
1	7
1	7
0	0
0	0
79	4202
0	2624
14	2632
0	1599
103	2259
10	1217
21	527
55	33
1	106
167	1212
499	257
0	212
0	482
4	115
14	544
28	542
0	190
0	484
0	204
0	162
0	979
0	135
402	45
0	144
6	83
6	109
6	68
1	56
0	30
0	167
3	18
21	46
6	35
0	146
8	0
631	1285
0	132
3	106
24	69
2	8
1	971
12	62
0	137
3	0
20	0
0	0
0	0
0	0
0	0
1	0
2	3
0	0
0	0
0	0
0	6
0	28
0	0
482	258
153	46
0	85
4	29
0	27
0	23
1	105
0	32
0	0
