UniqueCount	AmbigCount
0	0
0	0
21	107
15	89
30	55
5	0
70	0
155	0
118	0
0	0
23	0
1	23
17	5
187	0
0	0
0	0
0	0
0	0
2	0
0	4
0	4
0	4
1	4
0	0
2	0
21	326
0	251
0	247
0	243
8	98
2	21
7	112
0	101
6	11
0	2
0	14
0	0
0	0
0	0
0	2
27	146
10	0
0	0
1	0
16	1257
5	2207
168	3581
2	941
0	2510
173	792
17	1691
0	705
29	0
20	1240
3018	2011
0	1250
0	632
0	467
8	1518
0	921
239	477
4	1770
846	8833
61	8125
5	9922
24	0
25	593
8	570
14	299
2	191
0	161
12	39
1	3
0	0
59	0
24	0
3	0
0	5194
122	6978
165	1699
81	4887
171	642
2	649
183	6579
129	2301
0	0
5	3
0	0
7	5
4	17
0	17
0	18
0	12
0	0
0	1
0	0
3	0
0	0
0	418
0	691
82	5467
32	440
2	215
0	3069
0	4421
87	1079
0	1302
6	49
6	212
2	43
4	78
1	272
71	49
0	484
345	265
0	53
0	212
0	0
2	215
0	0
287	403
0	3981
0	3969
4	4046
0	182
10	247
0	3237
85	2951
16	725
0	3982
2	385
0	403
0	394
0	253
5	0
0	5
9	1047
0	0
0	0
0	0
0	0
467	2593
0	437
0	81
0	1966
0	658
13	204
21	2386
2	2342
2	3
200	3
1	1143
0	0
0	0
0	0
37	4
2	0
5	0
31	0
0	0
1	11
0	0
0	0
0	18
0	0
0	182
0	215
0	265
17	262
0	27
0	17
0	69
15	188
5	196
42	5
3	14
3	0
0	7
3	0
0	0
19	0
0	1779
3	15
0	0
0	0
0	0
3	209
11	0
0	0
6	0
0	2
0	0
0	0
0	0
0	0
3223	12
4	31
0	28
0	0
0	0
2	28
15	14
1	16
6	56
0	24
0	16
0	10307
556	45
0	0
367	177
2	177
3	23
8	25
0	67
4902	667
0	752
0	336
1	7
0	5
0	57
0	1
0	0
10	539
2	531
0	554
0	12
0	450
0	492
0	539
2	25
0	75
0	494
2	45
10	80
0	568
0	0
11	39
0	48
0	27
119	36
17	44
0	22
13	806
380	789
0	816
0	801
34	606
0	0
2	8
0	7
0	1
0	6
0	21
3	22
0	16
0	17
0	13
0	0
0	0
147	6414
0	3903
21	3999
0	2316
214	3439
8	1783
83	897
136	57
2	244
181	1664
1317	592
0	501
0	903
7	242
31	964
32	986
0	419
0	887
0	443
0	346
0	1235
0	232
558	52
0	129
26	70
11	111
16	99
0	47
0	16
0	174
3	5
21	50
0	42
1	176
7	0
906	2269
0	161
2	177
115	124
12	11
2	1796
28	120
0	250
5	0
11	0
0	3
3	3
1	0
0	0
0	0
6	3
0	0
0	0
0	0
0	21
2	27
0	0
359	260
163	50
2	93
3	49
0	21
0	18
0	74
